Name,District_x,Population,Latitude,Longitude,Status,District_y,PopulationCensus1980-01-01,PopulationCensus1990-01-01,PopulationCensus2001-02-01,PopulationCensus2011-10-01,PopulationEstimate2019-01-01
Mátramindszent,"Hungary, Nógrád",populated place,N 47° 59' 8'',E 19° 56' 24'',Village,Bátonyterenye,"1,165","1,039",949,852,786
Mátranovák,"Hungary, Nógrád","populated placepopulation 1,972",N 48° 2' 17'',E 19° 58' 57'',Village,Bátonyterenye,"2,622","2,354","2,026","1,794","1,704"
Mátraszele,"Hungary, Nógrád",populated place,N 48° 3' 17'',E 19° 53' 44'',Village,Salgótarján,"1,208","1,046","1,032",979,915
Mátraszőlős,"Hungary, Nógrád",populated place,N 47° 57' 31'',E 19° 41' 6'',Village,Pásztó,"1,870","1,771","1,715","1,570","1,490"
Mátraterenye,"Hungary, Nógrád","populated placepopulation 1,995",N 48° 1' 57'',E 19° 56' 51'',Village,Bátonyterenye,"2,588","2,162","2,024","1,857","1,776"
Mátraverebély,"Hungary, Nógrád","populated placepopulation 2,197",N 47° 58' 27'',E 19° 46' 49'',Village,Bátonyterenye,"2,863","2,313","2,220","1,971","1,846"
Mihálygerge,"Hungary, Nógrád",populated place,N 48° 11' 47'',E 19° 38' 14'',Village,Salgótarján,827,800,695,605,541
Mohora,"Hungary, Nógrád",populated place,N 47° 59' 32'',E 19° 20' 8'',Village,Balassagyarmat,"1,108","1,003",980,929,973
Nagybárkány,"Hungary, Nógrád",populated place,N 47° 59' 50'',E 19° 42' 4'',Village,Salgótarján,665,652,689,687,657
Nagykeresztúr,"Hungary, Nógrád",populated place,N 48° 2' 0'',E 19° 44' 0'',Village,Salgótarján,254,281,294,259,251
Nagylóc,"Hungary, Nógrád",populated place,N 48° 2' 3'',E 19° 34' 41'',Village,Szécsény,"2,239","1,879","1,761","1,590","1,496"
Nagyoroszi,"Hungary, Nógrád","populated placepopulation 2,250",N 48° 0' 18'',E 19° 5' 25'',Village,Rétság,"2,172","2,048","2,512","2,098","2,073"
Nemti,"Hungary, Nógrád",populated place,N 48° 0' 28'',E 19° 53' 53'',Village,Bátonyterenye,"1,091",917,822,760,738
Nézsa,"Hungary, Nógrád",populated place,N 47° 50' 39'',E 19° 18' 10'',Village,Rétság,"1,279","1,173","1,166","1,110","1,167"
Nógrád,"Hungary, Nógrád","seat of a first-order administrative divisionpopulation 34,627",N 48° 5' 55'',E 19° 48' 10'',Village,Rétság,"1,836","1,617","1,561","1,448","1,524"
Nógrádkövesd,"Hungary, Nógrád",populated place,N 47° 52' 27'',E 19° 22' 26'',Village,Balassagyarmat,791,743,697,696,709
Nógrádmarcal,"Hungary, Nógrád",populated place,N 48° 1' 37'',E 19° 23' 9'',Village,Balassagyarmat,652,568,543,538,480
Nógrádmegyer,"Hungary, Nógrád",populated place,N 48° 4' 5'',E 19° 37' 29'',Village,Szécsény,"1,852","1,768","1,763","1,745","1,618"
Nógrádsáp,"Hungary, Nógrád",populated place,N 47° 50' 19'',E 19° 21' 18'',Village,Rétság,983,918,895,887,889
Nógrádsipek,"Hungary, Nógrád",populated place,N 48° 0' 28'',E 19° 30' 12'',Village,Szécsény,949,829,758,696,655
Nógrádszakál,"Hungary, Nógrád",populated place,N 48° 10' 58'',E 19° 31' 33'',Village,Szécsény,887,651,645,626,661
Nőtincs,"Hungary, Nógrád",populated place,N 47° 53' 7'',E 19° 8' 39'',Village,Rétság,"1,318","1,185","1,213","1,149","1,120"
Őrhalom,"Hungary, Nógrád",populated place,N 48° 4' 42'',E 19° 24' 38'',Village,Balassagyarmat,"1,112","1,072","1,064","1,041",892
Ősagárd,"Hungary, Nógrád",populated place,N 47° 51' 30'',E 19° 11' 36'',Village,Rétság,448,386,353,317,317
Palotás,"Hungary, Jász-Nagykun-Szolnok",area,N 47° 16' 0'',E 20° 15' 0'',Village,Pásztó,"1,772","1,719","1,716","1,628","1,575"
Pásztó,"Hungary, Nógrád","seat of a second-order administrative divisionpopulation 10,119",N 47° 55' 12'',E 19° 41' 53'',Town,Pásztó,"10,279","10,446","10,296","9,689","9,099"
Patak,"Hungary, Somogy",area,N 46° 33' 0'',E 18° 2' 0'',Village,Balassagyarmat,"1,199","1,090","1,019",920,940
Patvarc,"Hungary, Nógrád",populated place,N 48° 3' 54'',E 19° 20' 48'',Village,Balassagyarmat,662,612,650,727,675
Piliny,"Hungary, Nógrád",populated place,N 48° 8' 27'',E 19° 35' 56'',Village,Szécsény,757,687,648,617,591
Pusztaberki,"Hungary, Nógrád",populated place,N 47° 58' 30'',E 19° 9' 44'',Village,Rétság,157,140,121,120,143
Rákóczibánya,"Hungary, Nógrád",populated place,N 48° 1' 49'',E 19° 52' 20'',Village,Salgótarján,899,740,689,658,700
Rétság,"Hungary, Nógrád","populated placepopulation 3,004",N 47° 55' 41'',E 19° 8' 13'',Town,Rétság,"2,315","2,769","3,015","2,822","2,702"
Rimóc,"Hungary, Nógrád","populated placepopulation 1,874",N 48° 2' 13'',E 19° 31' 48'',Village,Szécsény,"2,006","1,913","1,923","1,833","1,721"
Romhány,"Hungary, Nógrád","populated placepopulation 2,421",N 47° 55' 34'',E 19° 15' 26'',Village,Rétság,"2,202","2,293","2,396","2,143","2,136"
Ságújfalu,"Hungary, Nógrád",populated place,N 48° 6' 13'',E 19° 40' 47'',Village,Salgótarján,"1,225","1,049","1,004","1,053",972
Salgótarján,"Hungary, Nógrád","seat of a first-order administrative divisionpopulation 34,627",N 48° 5' 55'',E 19° 48' 10'',Town with County Rights,Salgótarján,"46,763","45,351","42,528","37,262","33,579"
Sámsonháza,"Hungary, Nógrád",populated place,N 47° 59' 14'',E 19° 43' 28'',Village,Salgótarján,383,354,308,259,230
Somoskőújfalu,"Hungary, Nógrád","populated placepopulation 2,296",N 48° 9' 49'',E 19° 49' 22'',Village,Salgótarján,"2,840","2,471","2,436","2,353","2,034"
Sóshartyán,"Hungary, Nógrád",populated place,N 48° 4' 23'',E 19° 40' 44'',Village,Salgótarján,893,897,917,933,953
Szalmatercs,"Hungary, Nógrád",populated place,N 48° 7' 24'',E 19° 38' 11'',Village,Szécsény,584,507,501,460,415
Szanda,"Hungary, Nógrád",populated place,N 47° 55' 37'',E 19° 26' 26'',Village,Balassagyarmat,"1,045",874,730,649,615
Szarvasgede,"Hungary, Nógrád",populated place,N 47° 49' 16'',E 19° 38' 30'',Village,Pásztó,612,516,454,409,393
Szátok,"Hungary, Nógrád",populated place,N 47° 57' 22'',E 19° 13' 50'',Village,Rétság,621,561,526,587,593
Szécsénke,"Hungary, Nógrád",populated place,N 47° 54' 18'',E 19° 20' 1'',Village,Balassagyarmat,348,307,270,198,194
Szécsény,"Hungary, Nógrád","seat of a second-order administrative divisionpopulation 6,446",N 48° 4' 50'',E 19° 31' 12'',Town,Szécsény,"6,511","6,630","6,634","5,962","5,615"
Szécsényfelfalu,"Hungary, Nógrád",populated place,N 48° 8' 49'',E 19° 34' 4'',Village,Szécsény,680,520,502,419,374
Szendehely,"Hungary, Nógrád",populated place,N 47° 51' 19'',E 19° 6' 15'',Village,Rétság,"1,411","1,375","1,461","1,605","1,622"
Szente,"Hungary, Nógrád",populated place,N 47° 57' 59'',E 19° 17' 14'',Village,Rétság,501,430,372,337,302
Szilaspogony,"Hungary, Nógrád",populated place,N 48° 7' 3'',E 20° 1' 37'',Village,Salgótarján,579,429,382,300,286
Szirák,"Hungary, Nógrád",populated place,N 47° 49' 51'',E 19° 31' 51'',Village,Pásztó,"1,299","1,193","1,199","1,159","1,187"
Szügy,"Hungary, Nógrád",populated place,N 48° 2' 7'',E 19° 19' 30'',Village,Balassagyarmat,"1,289","1,341","1,417","1,400","1,379"
Szuha,"Hungary, Nógrád",populated place,N 47° 58' 45'',E 19° 55' 8'',Village,Bátonyterenye,990,845,745,585,501
Szurdokpüspöki,"Hungary, Nógrád","populated placepopulation 1,947",N 47° 51' 33'',E 19° 41' 31'',Village,Pásztó,"2,204","2,171","1,981","1,875","1,813"
Tar,"Hungary, Nógrád","seat of a first-order administrative divisionpopulation 34,627",N 48° 5' 55'',E 19° 48' 10'',Village,Pásztó,"2,487","2,313","2,015","1,949","1,792"
Terény,"Hungary, Nógrád",populated place,N 47° 56' 49'',E 19° 26' 37'',Village,Balassagyarmat,663,516,428,381,339
Tereske,"Hungary, Nógrád",populated place,N 47° 56' 56'',E 19° 12' 3'',Village,Rétság,918,789,716,725,678
Tolmács,"Hungary, Nógrád",populated placepopulation 725,N 47° 55' 45'',E 19° 6' 33'',Village,Rétság,943,803,761,740,773
Vanyarc,"Hungary, Nógrád",populated place,N 47° 49' 32'',E 19° 27' 9'',Village,Pásztó,"1,552","1,411","1,384","1,259","1,191"
Varsány,"Hungary, Nógrád",populated place,N 48° 2' 20'',E 19° 29' 23'',Village,Szécsény,"1,860","1,761","1,774","1,647","1,535"
Vizslás,"Hungary, Nógrád",populated place,N 48° 3' 6'',E 19° 49' 11'',Village,Salgótarján,"1,444","1,434","1,391","1,377","1,303"
Zabar,"Hungary, Nógrád",populated place,N 48° 8' 39'',E 20° 2' 56'',Village,Salgótarján,773,630,560,490,422
Abony,"Hungary, Pest","populated placepopulation 16,342",N 47° 11' 23'',E 20° 0' 17'',Town,Cegléd,"15,416","14,858","15,679","14,916","14,277"
Acsa,"Hungary, Pest","populated placepopulation 1,500",N 47° 47' 39'',E 19° 23' 16'',Village,Vác,"1,541","1,461","1,501","1,418","1,384"
Albertirsa,"Hungary, Pest","populated placepopulation 11,864",N 47° 14' 35'',E 19° 37' 0'',Town,Cegléd,"11,362","10,589","11,280","12,016","12,792"
Alsónémedi,"Hungary, Pest","populated placepopulation 4,974",N 47° 18' 54'',E 19° 9' 30'',Large Village,Gyál,"4,995","4,511","4,829","5,144","5,336"
Apaj,"Hungary, Pest",populated place,N 47° 6' 47'',E 19° 5' 17'',Village,Ráckeve,"1,024","1,136","1,274","1,239","1,154"
Áporka,"Hungary, Pest",populated place,N 47° 14' 0'',E 19° 1' 0'',Village,Ráckeve,"1,104","1,006","1,143","1,110","1,167"
Aszód,"Hungary, Pest","populated placepopulation 6,186",N 47° 39' 6'',E 19° 28' 42'',Town,Aszód,"6,420","5,833","6,428","6,258","6,201"
Bag,"Hungary, Pest","populated placepopulation 4,071",N 47° 38' 0'',E 19° 29' 0'',Large Village,Aszód,"4,086","3,803","3,969","3,846","3,732"
Bénye,"Hungary, Pest",populated place,N 47° 21' 14'',E 19° 32' 35'',Village,Monor,"1,323","1,091","1,170","1,179","1,258"
Bernecebaráti,"Hungary, Pest",populated place,N 48° 2' 3'',E 18° 54' 51'',Village,Szob,"1,262","1,032",944,901,847
Biatorbágy,"Hungary, Pest","populated placepopulation 8,632",N 47° 28' 14'',E 18° 49' 8'',Town,Budakeszi,"7,703","7,176","8,293","12,484","13,889"
Budajenő,"Hungary, Pest",populated place,N 47° 33' 24'',E 18° 48' 7'',Village,Budakeszi,858,796,"1,291","1,687","2,001"
Budakalász,"Hungary, Pest","populated placepopulation 1,003",N 47° 37' 0'',E 19° 3' 0'',Town,Szentendre,"7,817","7,967","9,476","10,619","11,160"
Budakeszi,"Hungary, PestBudakeszi Járás",second-order administrative division,N 47° 29' 52'',E 18° 50' 59'',Town,Budakeszi,"12,217","11,791","12,818","13,502","14,624"
Budaörs,"Hungary, Pest","populated placepopulation 25,089",N 47° 27' 42'',E 18° 57' 30'',Town,Budakeszi,"17,255","19,832","24,282","26,757","28,899"
Bugyi,"Hungary, Pest","populated placepopulation 5,412",N 47° 13' 38'',E 19° 8' 47'',Large Village,Dabas,"5,292","4,888","5,152","5,057","5,180"
Cegléd,"Hungary, Pest","seat of a second-order administrative divisionpopulation 39,287",N 47° 10' 21'',E 19° 47' 58'',Town,Cegléd,"40,644","37,167","38,055","36,645","35,545"
Ceglédbercel,"Hungary, Pest","populated placepopulation 4,710",N 47° 13' 25'',E 19° 40' 5'',Village,Cegléd,"4,915","4,605","4,583","4,346","4,261"
Csemő,"Hungary, Pest","populated placepopulation 4,411",N 47° 7' 4'',E 19° 41' 27'',Village,Cegléd,"3,606","3,366","4,186","4,048","4,244"
Csévharaszt,"Hungary, Pest",populated place,N 47° 18' 0'',E 19° 26' 0'',Village,Monor,"1,429","1,454","1,845","1,887","1,990"
Csobánka,"Hungary, Pest","populated placepopulation 2,881",N 47° 38' 46'',E 18° 57' 42'',Village,Szentendre,"2,033","2,040","2,840","3,153","3,450"
Csomád,"Hungary, Pest",populated place,N 47° 39' 34'',E 19° 13' 44'',Village,Dunakeszi,792,733,835,"1,545","1,682"
Csömör,"Hungary, Pest","populated placepopulation 7,544",N 47° 33' 0'',E 19° 14' 0'',Large Village,Gödöllő,"5,516","5,487","7,266","9,293","9,779"
Csörög,"Hungary, PestVáci Járás",populated place,N 47° 44' 12'',E 19° 11' 38'',Village,Vác,848,907,"1,467","1,944","2,113"
Csővár,"Hungary, Pest",populated place,N 47° 48' 47'',E 19° 19' 24'',Village,Vác,782,700,689,627,595
Dabas,"Hungary, Pest","seat of a second-order administrative divisionpopulation 16,590",N 47° 11' 9'',E 19° 18' 39'',Town,Dabas,"14,199","14,763","15,841","16,386","17,202"
Dánszentmiklós,"Hungary, Pest","populated placepopulation 2,838",N 47° 12' 53'',E 19° 32' 49'',Village,Cegléd,"2,635","2,549","2,728","2,844","2,762"
Dány,"Hungary, Pest","populated placepopulation 4,378",N 47° 31' 12'',E 19° 32' 38'',Village,Gödöllő,"4,173","4,006","4,219","4,430","4,513"
Délegyháza,"Hungary, Pest","populated placepopulation 2,506",N 47° 14' 28'',E 19° 5' 24'',Village,Szigetszentmiklós,"1,854","1,821","2,412","3,378","4,667"
Diósd,"Hungary, Pest","populated placepopulation 6,168",N 47° 24' 34'',E 18° 56' 56'',Town,Érd,"3,304","3,719","5,785","9,056","10,776"
Domony,"Hungary, Pest","populated placepopulation 2,031",N 47° 39' 19'',E 19° 25' 56'',Village,Aszód,"1,931","1,770","1,958","2,206","2,131"
Dömsöd,"Hungary, Pest","populated placepopulation 5,942",N 47° 5' 24'',E 19° 0' 39'',Large Village,Ráckeve,"5,739","5,257","5,624","5,706","5,764"
Dunabogdány,"Hungary, Pest","populated placepopulation 3,059",N 47° 47' 25'',E 19° 2' 28'',Village,Szentendre,"2,839","2,723","2,934","3,037","3,134"
Dunaharaszti,"Hungary, Pest","populated placepopulation 16,973",N 47° 21' 16'',E 19° 5' 53'',Town,Szigetszentmiklós,"17,272","15,247","16,561","20,473","22,558"
Dunakeszi,"Hungary, PestDunakeszi Járás",second-order administrative division,N 47° 38' 1'',E 19° 9' 45'',Town,Dunakeszi,"25,137","26,111","29,453","40,545","43,604"
Dunavarsány,"Hungary, Pest","populated placepopulation 8,341",N 47° 16' 42'',E 19° 3' 58'',Town,Szigetszentmiklós,"5,186","4,962","5,721","7,363","8,341"
Ecser,"Hungary, Pest","populated placepopulation 3,333",N 47° 26' 38'',E 19° 19' 28'',Large Village,Vecsés,"3,262","3,043","3,250","3,775","3,960"
Érd,"Hungary, Pest","seat of a second-order administrative divisionpopulation 62,408",N 47° 23' 41'',E 18° 54' 49'',Town with County Rights,Érd,"41,330","43,327","56,567","63,631","68,211"
Erdőkertes,"Hungary, Pest","populated placepopulation 5,996",N 47° 40' 21'',E 19° 18' 28'',Village,Gödöllő,"3,541","3,685","5,543","7,307","8,220"
Farmos,"Hungary, Pest","populated placepopulation 3,793",N 47° 21' 38'',E 19° 50' 46'',Village,Nagykáta,"3,689","3,265","3,630","3,506","3,400"
Felsőpakony,"Hungary, Pest","populated placepopulation 3,040",N 47° 20' 35'',E 19° 14' 13'',Large Village,Gyál,"2,211","2,271","2,938","3,386","3,661"
Fót,"Hungary, Pest","populated placepopulation 16,770",N 47° 37' 3'',E 19° 11' 19'',Town,Dunakeszi,"13,156","13,315","16,276","19,068","20,097"
Galgagyörk,"Hungary, Pest",populated place,N 47° 44' 33'',E 19° 22' 35'',Village,Vác,"1,125",999,"1,062","1,047",997
Galgahévíz,"Hungary, Pest","populated placepopulation 2,641",N 47° 37' 0'',E 19° 34' 0'',Village,Aszód,"2,724","2,478","2,527","2,494","2,535"
Galgamácsa,"Hungary, Pest","populated placepopulation 2,061",N 47° 41' 44'',E 19° 23' 14'',Village,Aszód,"1,863","1,644","1,983","1,918","1,801"
Göd,"Hungary, Pest","populated placepopulation 15,874",N 47° 40' 59'',E 19° 8' 3'',Town,Dunakeszi,"13,627","12,754","15,224","17,476","19,871"
Gödöllő,"Hungary, Pest","seat of a second-order administrative divisionpopulation 32,374",N 47° 35' 47'',E 19° 21' 18'',Town,Gödöllő,"28,096","28,195","31,105","32,522","32,099"
Gomba,"Hungary, Pest","populated placepopulation 2,861",N 47° 22' 15'',E 19° 31' 50'',Village,Monor,"2,613","2,428","2,700","2,870","3,076"
Gyál,"Hungary, Pest","seat of a second-order administrative divisionpopulation 21,937",N 47° 23' 4'',E 19° 13' 17'',Town,Gyál,"18,395","17,641","21,196","23,338","23,893"
Gyömrő,"Hungary, Pest","populated placepopulation 14,155",N 47° 25' 38'',E 19° 24' 4'',Town,Monor,"12,196","11,501","13,357","16,250","18,977"
Halásztelek,"Hungary, Pest","populated placepopulation 7,245",N 47° 21' 42'',E 18° 58' 52'',Town,Szigetszentmiklós,"6,327","6,207","7,061","9,200","11,096"
Herceghalom,"Hungary, Pest",populated place,N 47° 30' 11'',E 18° 45' 2'',Village,Budakeszi,"1,106","1,167","1,372","2,135","2,762"
Hernád,"Hungary, Pest","populated placepopulation 3,689",N 47° 9' 44'',E 19° 25' 58'',Large Village,Dabas,"2,771","2,948","3,544","4,092","4,018"
Hévízgyörk,"Hungary, Pest","populated placepopulation 3,101",N 47° 38' 0'',E 19° 31' 0'',Village,Aszód,"3,064","2,798","2,975","3,029","3,082"
Iklad,"Hungary, Pest","populated placepopulation 2,194",N 47° 39' 55'',E 19° 26' 10'',Village,Aszód,"1,997","1,995","2,135","2,071","1,994"
Inárcs,"Hungary, Pest","populated placepopulation 4,262",N 47° 15' 43'',E 19° 19' 37'',Large Village,Dabas,"3,239","3,306","4,042","4,396","4,606"
Ipolydamásd,"Hungary, Pest",populated place,N 47° 50' 18'',E 18° 49' 48'',Village,Szob,539,399,377,346,357
Ipolytölgyes,"Hungary, Pest",populated place,N 47° 55' 26'',E 18° 47' 9'',Village,Szob,378,402,444,411,398
Isaszeg,"Hungary, Pest","populated placepopulation 11,402",N 47° 31' 48'',E 19° 24' 7'',Town,Gödöllő,"9,120","8,789","10,256","11,152","11,513"
Jászkarajenő,"Hungary, Pest","populated placepopulation 3,125",N 47° 3' 0'',E 20° 4' 0'',Village,Cegléd,"3,600","3,093","2,992","2,751","2,578"
Kakucs,"Hungary, Pest","populated placepopulation 2,707",N 47° 14' 31'',E 19° 21' 52'',Village,Dabas,"2,610","2,374","2,592","2,692","3,056"
Kartal,"Hungary, Pest","populated placepopulation 6,017",N 47° 40' 16'',E 19° 32' 31'',Large Village,Aszód,"5,222","5,278","5,711","5,602","5,711"
Káva,"Hungary, Pest",populated place,N 47° 21' 19'',E 19° 35' 18'',Village,Monor,655,608,674,658,684
Kemence,"Hungary, Pest",populated place,N 48° 1' 4'',E 18° 53' 30'',Village,Szob,"1,408","1,212","1,103","1,025",922
Kerepes,"Hungary, Pest","populated placepopulation 9,960",N 47° 33' 36'',E 19° 16' 58'',Town,Gödöllő,"5,901","6,758","8,269","10,068","10,173"
Kiskunlacháza,"Hungary, Pest","populated placepopulation 8,980",N 47° 11' 18'',E 19° 0' 33'',Large Village,Ráckeve,"8,420","7,760","8,590","8,763","8,958"
Kismaros,"Hungary, Pest","populated placepopulation 1,911",N 47° 50' 14'',E 19° 0' 16'',Village,Szob,"1,372","1,610","1,799","2,025","2,367"
Kisnémedi,"Hungary, Pest",populated place,N 47° 44' 24'',E 19° 17' 6'',Village,Vác,881,700,658,659,657
Kisoroszi,"Hungary, Pest",populated place,N 47° 48' 24'',E 19° 0' 35'',Village,Szentendre,758,598,749,927,974
Kistarcsa,"Hungary, Pest","populated placepopulation 12,645",N 47° 32' 51'',E 19° 15' 44'',Town,Gödöllő,"9,520","8,847","9,198","11,953","13,041"
Kocsér,"Hungary, Pest","populated placepopulation 2,096",N 47° 0' 5'',E 19° 55' 14'',Village,Nagykőrös,"2,682","2,176","1,990","1,892","1,834"
Kóka,"Hungary, Pest","populated placepopulation 4,376",N 47° 29' 7'',E 19° 34' 43'',Village,Nagykáta,"4,319","3,989","4,172","4,338","4,376"
Kőröstetétlen,"Hungary, Pest",populated place,N 47° 5' 48'',E 20° 1' 5'',Village,Cegléd,975,920,909,889,820
Kosd,"Hungary, Pest","populated placepopulation 2,371",N 47° 48' 28'',E 19° 10' 41'',Village,Vác,"2,301","2,124","2,240","2,465","2,374"
Kóspallag,"Hungary, Pest",populated place,N 47° 52' 37'',E 18° 56' 0'',Village,Szob,896,775,793,763,733
Leányfalu,"Hungary, Pest","populated placepopulation 2,534",N 47° 43' 4'',E 19° 5' 9'',Large Village,Szentendre,"1,556","1,603","2,412","3,385","3,810"
Letkés,"Hungary, Pest",populated place,N 47° 53' 7'',E 18° 46' 27'',Village,Szob,"1,105","1,113","1,196","1,109","1,111"
Lórév,"Hungary, Pest",populated place,N 47° 6' 49'',E 18° 54' 2'',Village,Ráckeve,356,313,307,273,291
Maglód,"Hungary, Pest","populated placepopulation 10,144",N 47° 26' 33'',E 19° 21' 51'',Town,Vecsés,"7,523","7,868","9,743","11,738","12,463"
Majosháza,"Hungary, Pest",populated place,N 47° 15' 52'',E 18° 59' 54'',Village,Szigetszentmiklós,"1,023","1,048","1,211","1,482","1,633"
Makád,"Hungary, Pest",populated place,N 47° 5' 24'',E 18° 55' 48'',Village,Ráckeve,"1,381","1,209","1,262","1,190","1,225"
Márianosztra,"Hungary, Pest",populated place,N 47° 51' 50'',E 18° 52' 20'',Village,Szob,"1,029",866,"1,610","1,389",815
